REGIONID,CONSTELLATIONID,SOLARSYSTEMID,SOLARSYSTEMNAME,SECURITY
10000042,20000495,30003395,Roleinn,0.9051
10000042,20000495,30003396,Maturat,0.755888
10000042,20000495,30003397,Bongveber,0.911898
10000042,20000495,30003398,Anbald,0.703797
10000042,20000495,30003399,Vorsk,0.604578
10000042,20000496,30003400,Hjortur,0.856914
10000042,20000496,30003401,Egbonbet,0.891302
10000042,20000496,30003402,Totkubad,0.868023
10000042,20000496,30003403,Meimungen,0.907195
10000042,20000496,30003404,Agtver,0.881107
10000042,20000496,30003405,Datulen,0.858163
10000042,20000496,30003406,Situner,0.838269
10000042,20000496,30003407,Tamekamur,0.890739
10000042,20000496,30003408,Evettullur,0.794983
10000042,20000497,30003409,Leurtmar,0.957898
10000042,20000497,30003410,Ryddinjorn,1
10000042,20000497,30003411,Arlek,0.959573
10000042,20000497,30003412,Elgoi,0.8885
10000042,20000497,30003413,Eram,0.775374
10000042,20000497,30003414,Yrmori,0.644345
10000042,20000497,30003415,Aldagolf,0.574611
10000042,20000498,30003416,Aldrat,0.615566
10000042,20000498,30003417,Urnhard,0.649633
10000042,20000498,30003418,Hardbako,0.727253
10000042,20000498,30003419,Erstur,0.575795
10000042,20000498,30003420,Fredagod,0.822064
10000042,20000498,30003421,Libold,0.556402
10000042,20000499,30003422,Wirdalen,0.591071
10000042,20000499,30003423,Nein,0.542579
10000042,20000499,30003424,Enden,0.392752
10000042,20000499,30003425,Erstet,0.449402
10000042,20000499,30003426,Anstard,0.496018
10000042,20000499,30003427,Osvestmunnur,0.513562
10000042,20000500,30003428,Hilfhurmur,0.78964
10000042,20000500,30003429,Geffur,0.709046
10000042,20000500,30003430,Oppold,0.671349
10000042,20000500,30003431,Tratokard,0.631807
10000042,20000500,30003432,Lumegen,0.58107
10000042,20000500,30003433,Gedugaud,0.736299
10000042,20000501,30003434,Polstodur,0.836097
10000042,20000501,30003435,Hebisa,0.880682
10000042,20000501,30003436,Tollus,0.791879
10000042,20000501,30003437,Ogoten,0.711089
10000042,20000501,30003438,Earled,0.80208
10000042,20000501,30003439,Aderkan,0.593936
10000042,20000501,30003440,Ansher,0.877197
10000042,20000502,30003441,Earwik,0.5993
10000042,20000502,30003442,Finanar,0.532237
10000042,20000502,30003443,Moselgi,0.669636
10000042,20000502,30003444,Mateber,0.348949
10000042,20000502,30003445,Iluin,0.744147
10000042,20000502,30003446,Ofage,0.292495
10000042,20000503,30003447,Josekorn,0.644371
10000042,20000503,30003448,Nifflung,0.752286
10000042,20000503,30003449,Hakeri,0.723155
10000042,20000503,30003450,Oraekja,0.683602
10000042,20000503,30003451,Dantbeinn,0.726191
10000042,20000503,30003452,Irgrus,0.672906
10000042,20000504,30003453,Orduin,0.761926
10000042,20000504,30003454,Engosi,0.775409
10000042,20000504,30003455,Atonder,0.828137
10000042,20000504,30003456,Hotrardik,0.736092
10000042,20000504,30003457,Ridoner,0.71845
10000042,20000504,30003458,Klaevik,0.608008
10000042,20000505,30003459,Lirerim,0.614124
10000042,20000505,30003460,Offikatlin,0.416438
10000042,20000505,30003461,Diromitur,0.469726
10000042,20000505,30003462,Eldjaerin,0.555307
10000042,20000505,30003463,Erlendur,0.450741
10000042,20000505,30003464,Aldik,0.744569
10000042,20000505,30003465,Tabbetzur,0.271666
10000042,20000505,30003466,Eurgrana,0.416024
10000042,20000506,30003467,Frulegur,0.434329
10000042,20000506,30003468,Hroduko,0.712585
10000042,20000506,30003469,Hodrold,0.596073
10000042,20000506,30003470,Odebeinn,0.3078
10000042,20000506,30003471,Konora,0.413524
10000042,20000506,30003472,Erindur,0.603009
10000043,20000507,30003473,Fahruni,0.518156
10000043,20000507,30003474,Sahda,0.415743
10000043,20000507,30003475,Naguton,0.309692
10000043,20000507,30003476,Ealur,0.451701
10000043,20000507,30003477,Shajarleg,0.34858
10000043,20000507,30003478,Basan,0.304407
10000043,20000507,30003479,Akila,0.331138
10000043,20000507,30003480,Amod,0.295886
10000043,20000508,30003481,Unefsih,0.388206
10000043,20000508,30003482,Mista,0.53738
10000043,20000508,30003483,Valmu,0.220279
10000043,20000508,30003484,Sibot,0.171405
10000043,20000508,30003485,Andabiar,0.607272
10000043,20000508,30003486,Kheram,0.359864
10000043,20000509,30003487,Arbaz,0.907379
10000043,20000509,30003488,Penirgman,0.858322
10000043,20000509,30003489,Chaven,1
10000043,20000509,30003490,Khopa,0.810458
10000043,20000509,30003491,Ashab,0.90946
10000043,20000509,30003492,Orkashu,0.825926
10000043,20000510,30003493,Youl,0.840705
10000043,20000510,30003494,Ekid,0.737273
10000043,20000510,30003495,Raravoss,0.649565
10000043,20000510,30003496,Nakri,0.805291
10000043,20000510,30003497,Zaimeth,0.524679
10000043,20000510,30003498,Sharhelund,0.573415
10000043,20000510,30003499,Mai,0.428053
10000043,20000511,30003500,Sharji,0.772703
10000043,20000511,30003501,Kudi,0.697856
10000043,20000511,30003502,Bahromab,0.569426
10000043,20000511,30003503,Madirmilire,0.603228
10000043,20000511,30003504,Niarja,0.541992
10000043,20000511,30003505,Fabum,0.713904
10000043,20000511,30003506,Saana,0.552729
10000043,20000512,30003507,Teshi,0.867301
10000043,20000512,30003508,Sayartchen,0.789506
10000043,20000512,30003509,Gosalav,0.739668
10000043,20000512,30003510,Sorzielang,0.820688
10000043,20000512,30003511,Somouh,0.869185
10000043,20000512,30003512,Abaim,0.799274
10000043,20000513,30003513,Ides,0.799627
10000043,20000513,30003514,Yeeramoun,0.808656
10000043,20000513,30003515,Anila,0.654876
10000043,20000513,30003516,Pedel,0.650764
10000043,20000513,30003517,Etav,0.758617
10000043,20000513,30003518,Saheri,0.522431
10000043,20000513,30003519,Lahnina,0.667018
10000043,20000514,30003520,Mahrokht,0.859906
10000043,20000514,30003521,Alkabsi,0.662153
10000043,20000514,30003522,Sarum Prime,1
10000043,20000514,30003523,Hama,0.839545
10000043,20000514,30003524,Irnal,0.950759
10000043,20000514,30003525,Bagodan,0.717179
10000043,20000514,30003526,Murzi,0.619386
10000043,20000514,30003527,Chesoh,0.875495
10000043,20000515,30003528,Herila,0.820387
10000043,20000515,30003529,Chemilip,0.608256
10000043,20000515,30003530,Raravath,0.441866
10000043,20000515,30003531,Hisoufad,0.653281
10000043,20000515,30003532,Jesoyeh,0.690712
10000043,20000515,30003533,Hahda,0.638811
10000043,20000515,30003534,Namaili,0.376496
10000043,20000515,30003535,Afivad,0.519572
10000043,20000515,30003536,Uzigh,0.635523
10000043,20000515,30003537,Erzoh,0.478576
10000043,20000516,30003538,Merz,0.656137
10000043,20000516,30003539,Miakie,0.48477
10000043,20000516,30003540,Sirkahri,0.534216
10000043,20000516,30003541,Faswiba,0.353254
10000043,20000516,30003542,Hayumtom,0.460561
10000043,20000516,30003543,Zanka,0.379878
10000043,20000516,30003544,Galeh,0.449164
10000043,20000517,30003545,Yuhelia,0.799609
10000043,20000517,30003546,Maiah,0.798763
10000043,20000517,30003547,Hamse,0.85522
10000043,20000517,30003548,Barira,0.815271
10000043,20000517,30003549,Lashkai,0.917045
10000043,20000517,30003550,Zhilshinou,0.90387
10000043,20000517,30003551,Jaswelu,0.842187
10000043,20000517,30003552,Ana,0.900474
10000043,20000518,30003553,Warouh,0.525562
10000043,20000518,30003554,Jambu,0.518606
10000043,20000518,30003555,Bittanshal,0.480322
10000043,20000518,30003556,Arton,0.426982
10000043,20000518,30003557,Sieh,0.27801
10000043,20000518,30003558,Madimal,0.650428
10000043,20000519,30003559,Mamet,0.145582
10000043,20000519,30003560,Hoshoun,0.085137
10000043,20000519,30003561,Biphi,0.206835
10000043,20000519,30003562,Ziriert,0.059583
10000043,20000519,30003563,Misaba,0.064008
10000043,20000519,30003564,Rephirib,0.095634
10000044,20000520,30003565,Conomette,0.299427
10000044,20000520,30003566,Aimoguier,0.182694
10000044,20000520,30003567,Yveve,0.351355
10000044,20000520,30003568,Meunvon,0.272516
10000044,20000520,30003569,Cadelanne,0.119324
10000044,20000520,30003570,Elore,0.215066
10000044,20000520,30003571,Anckee,0.246409
10000044,20000520,30003572,Vevelonel,0.119826
10000044,20000521,30003573,Pertnineere,0.442911
10000044,20000521,30003574,Boystin,0.523019
10000044,20000521,30003575,Lour,0.637346
10000044,20000521,30003576,Maire,0.686652
10000044,20000521,30003577,Oerse,0.620386
10000044,20000521,30003578,Octanneve,0.696679
10000044,20000522,30003579,Larryn,0.596159
10000044,20000522,30003580,Niballe,0.620189
10000044,20000522,30003581,Postouvin,0.65533
10000044,20000522,30003582,Odinesyn,0.65176
10000044,20000522,30003583,Weraroix,0.580527
10000044,20000522,30003584,Sarline,0.43883
10000044,20000522,30003585,Aeter,0.349169
10000044,20000522,30003586,Gererique,0.664606
10000044,20000522,30003587,Harner,0.127988
10000044,20000523,30003588,Yvaeroure,0.757058
10000044,20000523,30003589,Vecodie,0.788654
10000044,20000523,30003590,Arasare,0.811738
10000044,20000523,30003591,Yvelet,0.781364
10000044,20000523,30003592,Lazer,0.790979
10000044,20000523,30003593,Stoure,0.722419
10000044,20000524,30003594,Heluene,0.232531
10000044,20000524,30003595,Arittant,0.262354
10000044,20000524,30003596,Oruse,0.196879
10000044,20000524,30003597,Hare,0.16897
10000044,20000524,30003598,Ogaria,0.164001
10000044,20000524,30003599,Faurulle,0.102661
10000044,20000524,30003600,Agaullores,0.071201
10000044,20000524,30003601,Babirmoult,0.178823
10000044,20000525,30003602,Ratillose,0.366468
10000044,20000525,30003603,Ondree,0.530892
10000044,20000525,30003604,Pochelympe,0.622236
10000044,20000525,30003605,Eggheron,0.516244
10000044,20000525,30003606,Toustain,0.411824
10000044,20000525,30003607,Straloin,0.213756
10000045,20000526,30003608,H1-ESN,-0.123268
10000045,20000526,30003609,3DR-CR,-0.115325
10000045,20000526,30003610,RLTG-3,-0.063997
10000045,20000526,30003611,S-EVIQ,-0.05143
10000045,20000526,30003612,EOY-BG,-0.066558
10000045,20000526,30003613,PNS7-J,-0.05072
10000045,20000526,30003614,IG-ZAM,-0.067758
10000045,20000526,30003615,0-UVHJ,-0.081724
10000045,20000526,30003616,NCG-PW,-0.107753
10000045,20000527,30003617,1QH-0K,-0.069823
10000045,20000527,30003618,ZH3-BS,-0.089831
10000045,20000527,30003619,ZJ-QOO,-0.212343
10000045,20000527,30003620,ZXA-V6,-0.300295
10000045,20000527,30003621,I1-BE8,-0.206305
10000045,20000527,30003622,W8O-19,-0.105253
10000045,20000528,30003623,U1TX-A,-0.109406
10000045,20000528,30003624,1BWK-S,-0.221831
10000045,20000528,30003625,KMV-CQ,-0.078045
10000045,20000528,30003626,RKE-CP,-0.206668
10000045,20000528,30003627,NV-3KA,-0.115646
10000045,20000528,30003628,S-1LIO,-0.100363
10000045,20000529,30003629,S-KSWL,-0.426575
10000045,20000529,30003630,5-O8B1,-0.296583
10000045,20000529,30003631,R-YWID,-0.741915
10000045,20000529,30003632,30-D5G,-0.950341
10000045,20000529,30003633,HB-FSO,-0.637305
10000045,20000529,30003634,J1-KJP,-0.648996
10000045,20000529,30003635,KW-1MV,-0.300719
10000045,20000530,30003636,G06-8Y,-0.305331
10000045,20000530,30003637,U-O2DA,-0.198229
10000045,20000530,30003638,WV-0R2,-0.815289
10000045,20000530,30003639,SZ6-TA,-0.234378
10000045,20000530,30003640,6-AOLS,-0.490423
10000045,20000530,30003641,IKTD-P,-0.499702
10000045,20000530,30003642,33CE-7,-0.375243
10000045,20000530,30003643,L-P3XM,-0.439652
10000045,20000531,30003644,DCJ-ZT,-0.143836
10000045,20000531,30003645,O36A-P,-0.084704
10000045,20000531,30003646,Z-LO6I,-0.218387
10000045,20000531,30003647,0M-103,-0.316788
10000045,20000531,30003648,6OYQ-Z,-0.211445
10000045,20000531,30003649,HE5T-A,-0.327892
10000045,20000532,30003650,A-1IJ9,-0.221173
10000045,20000532,30003651,Y-YHZQ,-0.407926
10000045,20000532,30003652,Z-SR1I,-0.621795
10000045,20000532,30003653,GW7P-8,-0.68228
10000045,20000532,30003654,SF-XJS,-0.308379
10000045,20000532,30003655,A1RR-M,-0.85032
10000045,20000532,30003656,AR-5SY,-0.939946
10000045,20000532,30003657,OE-4HB,-1
10000045,20000533,30003658,ZK-YQ3,-0.385512
10000045,20000533,30003659,MZPH-W,-0.384011
10000045,20000533,30003660,W0X-MG,-0.271312
10000045,20000533,30003661,JI-1UQ,-0.379228
10000045,20000533,30003662,EN-GTB,-0.318907
10000045,20000533,30003663,U5-XW7,-0.443865
10000045,20000534,30003664,JSI-LL,-0.500003
10000045,20000534,30003665,M-UC0S,-0.636432
10000045,20000534,30003666,V7-MID,-0.910565
10000045,20000534,30003667,SY0W-2,-0.581345
10000045,20000534,30003668,2-3Q2G,-1
10000045,20000534,30003669,Q1U-IU,-0.467095
10000045,20000535,30003670,C-XNUA,-0.6955
10000045,20000535,30003671,7D-PAT,-0.652078
10000045,20000535,30003672,V-LDEJ,-0.702512
10000045,20000535,30003673,T-K10W,-0.732418
10000045,20000535,30003674,P-UCRP,-0.851365
10000045,20000535,30003675,3-QYVE,-1
10000046,20000536,30003676,C8-CHY,-0.286576
10000046,20000536,30003677,E-9ORY,-0.269786
10000046,20000536,30003678,CR-IFM,-0.351376
10000046,20000536,30003679,HHK-VL,-0.28991
10000046,20000536,30003680,P-33KR,-0.281008
10000046,20000536,30003681,DO6H-Q,-0.334638
10000046,20000536,30003682,DW-T2I,-0.256813
10000046,20000537,30003683,O-CNPR,-0.234771
10000046,20000537,30003684,L-SCBU,-0.239425
10000046,20000537,30003685,VRH-H7,-0.273473
10000046,20000537,30003686,O1Y-ED,-0.272866
10000046,20000537,30003687,K4YZ-Y,-0.301708
10000046,20000537,30003688,X36Y-G,-0.287725
10000046,20000537,30003689,L-C3O7,-0.35521
10000046,20000538,30003690,YKSC-A,-0.337238
10000046,20000538,30003691,FIO1-8,-0.369359
10000046,20000538,30003692,C-OK0R,-0.439036
10000046,20000538,30003693,0-ARFO,-0.500447
10000046,20000538,30003694,E9KD-N,-0.407067
10000046,20000538,30003695,8W-OSE,-0.368411
10000046,20000538,30003696,WQY-IQ,-0.304633
10000046,20000539,30003697,C4C-Z4,-0.395536
10000046,20000539,30003698,GME-PQ,-0.492754
10000046,20000539,30003699,MPPA-A,-0.592056
10000046,20000539,30003700,X5-UME,-0.389217
10000046,20000539,30003701,I-UUI5,-0.635425
10000046,20000539,30003702,8QMO-E,-0.550661
10000047,20000540,30003703,G-5EN2,-0.204593
10000047,20000540,30003704,9-F0B2,-0.174969
10000047,20000540,30003705,YWS0-Z,-0.135505
10000047,20000540,30003706,4B-NQN,-0.102336
10000047,20000540,30003707,9UY4-H,-0.078436
10000047,20000540,30003708,49GC-R,-0.077736
10000047,20000541,30003709,D-GTMI,-0.324702
10000047,20000541,30003710,FSW-3C,-0.263897
10000047,20000541,30003711,FX-7EM,-0.265923
10000047,20000541,30003712,MH9C-S,-0.210055
10000047,20000541,30003713,G7AQ-7,-0.323542
10000047,20000541,30003714,QBL-BV,-0.399166
10000047,20000541,30003715,T-RPFU,-0.180574
10000047,20000541,30003716,I7S-1S,-0.296055
10000047,20000542,30003717,U-HYMT,-0.066939
10000047,20000542,30003718,FC-3YI,-0.078667
10000047,20000542,30003719,QR-K85,-0.063618
10000047,20000542,30003720,5IO8-U,-0.052326
10000047,20000542,30003721,DP-JD4,-0.064669
10000047,20000542,30003722,OXIY-V,-0.145126
10000047,20000543,30003723,H6-CX8,-0.068892
10000047,20000543,30003724,D61A-G,-0.085454
10000047,20000543,30003725,Shintaht,-0.08641
10000047,20000543,30003726,Y-MPWL,-0.094393
10000047,20000543,30003727,D-6WS1,-0.109671
10000047,20000543,30003728,SI-I89,-0.071617
10000047,20000544,30003729,KBP7-G,-0.258948
10000047,20000544,30003730,B-WPLZ,-0.200593
10000047,20000544,30003731,XHQ-7V,-0.17165
10000047,20000544,30003732,E-YCML,-0.145517
10000047,20000544,30003733,TU-O0T,-0.154387
10000047,20000544,30003734,Y9-MDG,-0.188735
10000047,20000545,30003735,PI5-39,-0.428332
10000047,20000545,30003736,GN7-XY,-0.328252
10000047,20000545,30003737,F-DTOO,-0.391283
10000047,20000545,30003738,5KG-PY,-0.315147
10000047,20000545,30003739,QO-SRI,-0.231638
10000047,20000545,30003740,INQ-WR,-0.312836
10000047,20000546,30003741,S9X-AX,-0.194448
10000047,20000546,30003742,TU-RI6,-0.136735
10000047,20000546,30003743,08Z-JJ,-0.17862
10000047,20000546,30003744,X-4WZD,-0.161088
10000047,20000546,30003745,6-OQJV,-0.151348
10000047,20000546,30003746,AY-YCU,-0.077975
10000047,20000546,30003747,ZT-LPU,-0.083084
10000047,20000547,30003748,3GXF-U,-0.077308
10000047,20000547,30003749,VKI-T7,-0.070237
10000047,20000547,30003750,8P9-BM,-0.103903
10000047,20000547,30003751,F-YH5B,-0.120636
10000047,20000547,30003752,H-GKI6,-0.061677
10000047,20000547,30003753,YQB-22,-0.053159
10000047,20000548,30003754,2-TEGJ,-0.172616
10000047,20000548,30003755,MVCJ-E,-0.136282
10000047,20000548,30003756,AY-24I,-0.173558
10000047,20000548,30003757,BK4-YC,-0.114465
10000047,20000548,30003758,K1I1-J,-0.167956
10000047,20000548,30003759,LF-2KP,-0.133871
10000047,20000549,30003760,JEIV-E,-0.141393
10000047,20000549,30003761,O-Y5JQ,-0.144303
10000047,20000549,30003762,DNR-7M,-0.098593
10000047,20000549,30003763,N-RMSH,-0.114249
10000047,20000549,30003764,K1Y-5H,-0.082146
10000047,20000549,30003765,IWZ3-C,-0.085419
10000047,20000550,30003766,1-1I53,-0.072361
10000047,20000550,30003767,N8XA-L,-0.067679
10000047,20000550,30003768,18-GZM,-0.103856
10000047,20000550,30003769,R3-K7K,-0.034291
10000047,20000550,30003770,X-R3NM,-0.045724
10000047,20000550,30003771,8B-VLX,-0.051365
10000047,20000550,30003772,G-B22J,-0.065961
10000047,20000550,30003773,X6AB-Y,-0.072159
10000047,20000551,30003774,2V-CS5,-0.074338
10000047,20000551,30003775,H9-J8N,-0.062706
10000047,20000551,30003776,HP-6Z6,-0.06304
10000047,20000551,30003777,GA9P-0,-0.036671
10000047,20000551,30003778,7YWV-S,-0.076181
10000047,20000551,30003779,TXJ-II,-0.021664
10000047,20000551,30003780,C1-HAB,-0.055592
10000047,20000552,30003781,3KB-J0,-0.121408
10000047,20000552,30003782,0B-HLZ,-0.11215
10000047,20000552,30003783,Z-RFE3,-0.144546
10000047,20000552,30003784,I-MGAB,-0.100373
10000047,20000552,30003785,18XA-C,-0.143401
10000047,20000552,30003786,3D-CQU,-0.095682
10000048,20000553,30003787,Agoze,0.208648
10000048,20000553,30003788,Intaki,0.149843
10000048,20000553,30003789,Brarel,0.094316
10000048,20000553,30003790,Vey,0.188946
10000048,20000553,30003791,Annancale,0.094076
10000048,20000553,30003792,Ostingele,0.172621
10000048,20000553,30003793,Harroule,0.085061
10000048,20000554,30003794,Stacmon,0.60528
10000048,20000554,30003795,Covryn,0.355901
10000048,20000554,30003796,Iges,0.349445
10000048,20000554,30003797,Dastryns,0.252395
10000048,20000554,30003798,Slays,0.487171
10000048,20000554,30003799,Uphallant,0.205721
10000048,20000555,30003800,Alperaute,0.231146
10000048,20000555,30003801,Aunsou,0.182975
10000048,20000555,30003802,Cumemare,0.123693
10000048,20000555,30003803,Reynire,0.15681
10000048,20000555,30003804,Pain,0.094081
10000048,20000555,30003805,Gare,0.134029
10000048,20000556,30003806,Pelille,0.214825
10000048,20000556,30003807,Dour,0.384864
10000048,20000556,30003808,Grispire,0.183318
10000048,20000556,30003809,Brellystier,0.503716
10000048,20000556,30003810,Vivanier,0.543845
10000048,20000556,30003811,Algasienan,0.725927
10000048,20000557,30003812,Osmallanais,0.755543
10000048,20000557,30003813,Ivorider,0.728222
10000048,20000557,30003814,Mollin,0.656913
10000048,20000557,30003815,Iffrue,0.727848
10000048,20000557,30003816,Vilinnon,0.609461
10000048,20000557,30003817,Ommaerrer,0.626977
10000048,20000558,30003818,Aulbres,0.135812
10000048,20000558,30003819,Barleguet,0.068201
10000048,20000558,30003820,Vestouve,0.042595
10000048,20000558,30003821,Ausmaert,0.074843
10000048,20000558,30003822,Espigoure,0.049927
10000048,20000558,30003823,Kenninck,0.114963
10000048,20000559,30003824,Archavoinet,0.620765
10000048,20000559,30003825,Eugales,0.404252
10000048,20000559,30003826,Frarie,0.357455
10000048,20000559,30003827,Aubenall,0.431851
10000048,20000559,30003828,Moclinamaud,0.394321
10000048,20000559,30003829,Renarelle,0.309963
10000048,20000560,30003830,Orvolle,0.746238
10000048,20000560,30003831,Osmeden,0.728989
10000048,20000560,30003832,Adacyne,0.548774
10000048,20000560,30003833,Oulley,0.338416
10000048,20000560,30003834,Chardalane,0.372552
10000048,20000560,30003835,Maut,0.248017
10000048,20000561,30003836,Vlillirier,0.289309
10000048,20000561,30003837,Aldranette,0.36751
10000048,20000561,30003838,Oicx,0.330045
10000048,20000561,30003839,Evaulon,0.366836
10000048,20000561,30003840,Anchauttes,0.339596
10000048,20000561,30003841,Alsavoinon,0.266366
10000048,20000561,30003842,Esesier,0.290698
10000048,20000562,30003843,Avaux,0.447705
10000048,20000562,30003844,Gallusiene,0.313434
10000048,20000562,30003845,Ruerrotta,0.305396
10000048,20000562,30003846,Hedoubel,0.31613
10000048,20000562,30003847,Amoen,0.280538
10000048,20000562,30003848,Amasiree,0.366469
10000048,20000562,30003849,Aubonnie,0.402796
10000048,20000563,30003850,Alparena,0.146572
10000048,20000563,30003851,Reschard,0.127918
10000048,20000563,30003852,Arderonne,0.174709
10000048,20000563,30003853,Mercomesier,0.122967
10000048,20000563,30003854,Alamel,0.170913
10000048,20000563,30003855,Mantenault,0.13715
10000048,20000563,30003856,Athounon,0.076206
10000048,20000563,30003857,Odamia,0.220429
10000049,20000564,30003858,Gousoviba,0.901234
10000049,20000564,30003859,Neyi,0.809547
10000049,20000564,30003860,Kihtaled,0.913252
10000049,20000564,30003861,Ipref,0.899686
10000049,20000564,30003862,Agil,0.853896
10000049,20000564,30003863,Khanid Prime,0.897374
10000049,20000564,30003864,Jachanu,0.853958
10000049,20000564,30003865,Sazre,0.806334
10000049,20000564,30003866,Bukah,0.802709
10000049,20000565,30003867,Ervekam,0.68692
10000049,20000565,30003868,Mashtarmem,0.706899
10000049,20000565,30003869,Sehsasez,0.714329
10000049,20000565,30003870,Osis,0.725774
10000049,20000565,30003871,Geztic,0.733029
10000049,20000565,30003872,Yezara,0.741844
10000049,20000565,30003873,Kahah,0.719451
10000049,20000565,30003874,Saloti,0.703113
10000049,20000565,30003875,Hishai,0.767855
10000049,20000566,30003876,Molea,0.71608
10000049,20000566,30003877,Gidali,0.653454
10000049,20000566,30003878,Palas,0.505996
10000049,20000566,30003879,Safshela,0.667616
10000049,20000566,30003880,Reteka,0.504487
10000049,20000566,30003881,Moniyyuku,0.568566
10000049,20000567,30003882,Lansez,0.728674
10000049,20000567,30003883,Keberz,0.53013
10000049,20000567,30003884,Nourbal,0.410644
10000049,20000567,30003885,Arzanni,0.551305
10000049,20000567,30003886,Ashmarir,0.423365
10000049,20000567,30003887,Kaira,0.329922
10000049,20000568,30003888,Badivefi,0.658747
10000049,20000568,30003889,Talidal,0.509783
10000049,20000568,30003890,Ashi,0.674511
10000049,20000568,30003891,Tzashrah,0.534552
10000049,20000568,30003892,Efa,0.42617
10000049,20000568,30003893,Moro,0.458057
10000049,20000568,30003894,Sabusi,0.505127
10000049,20000568,30003895,Ainsan,0.473062
10000049,20000569,30003896,Claini,0.340748
10000049,20000569,30003897,Gehi,0.296805
10000049,20000569,30003898,Seshala,0.291822
10000049,20000569,30003899,Vezila,0.265951
10000049,20000569,30003900,Ham,0.241894
10000049,20000569,30003901,Upt,0.146071
10000049,20000569,30003902,Hemouner,0.237806
10000049,20000570,30003903,Afnakat,0.598788
10000049,20000570,30003904,Col,0.52679
10000049,20000570,30003905,Chamemi,0.444911
10000049,20000570,30003906,Firbha,0.579824
10000049,20000570,30003907,Tegheon,0.413441
10000049,20000570,30003908,Bashyam,0.471126
10000049,20000570,30003909,Parses,0.498691
10000049,20000570,30003910,Balanaz,0.564065
10000049,20000571,30003911,Edani,0.581289
10000049,20000571,30003912,Danera,0.56257
10000049,20000571,30003913,Bomana,0.537512
10000049,20000571,30003914,Rahabeda,0.561439
10000049,20000571,30003915,Aurejet,0.500672
10000049,20000571,30003916,Rilera,0.449848
10000049,20000572,30003917,Amafi,0.293426
10000049,20000572,30003918,Hakana,0.315993
10000049,20000572,30003919,Ashkoo,0.272018
10000049,20000572,30003920,Baratar,0.154082
10000049,20000572,30003921,Arzieh,0.296703
10000049,20000572,30003922,Nahrneder,0.250969
10000049,20000573,30003923,Nandeza,0.246713
10000049,20000573,30003924,Dimoohan,0.215934
10000049,20000573,30003925,Chitiamem,0.215692
10000049,20000573,30003926,Kuhri,0.192019
10000049,20000573,30003927,Zahefeus,0.244603
10000049,20000573,30003928,Zephan,0.255655
10000049,20000573,30003929,Neda,0.360001
10000049,20000574,30003930,Goudiyah,0.145549
10000049,20000574,30003931,Sassecho,0.117671
10000049,20000574,30003932,Timudan,0.124259
10000049,20000574,30003933,Ibani,0.105173
10000049,20000574,30003934,Cabeki,0.089786
10000049,20000574,30003935,Irmalin,0.062148
10000049,20000575,30003936,Nakis,0.232048
10000049,20000575,30003937,Hezere,0.215221
10000049,20000575,30003938,Fanathor,0.258469
10000049,20000575,30003939,Zirsem,0.282545
10000049,20000575,30003940,Pout,0.229482
10000049,20000575,30003941,Rafeme,0.183281
10000050,20000576,30003942,A2-V27,-0.385298
10000050,20000576,30003943,T8H-66,-0.305087
10000050,20000576,30003944,A3-LOG,-0.262247
10000050,20000576,30003945,7V-KHW,-0.166345
10000050,20000576,30003946,O3L-95,-0.367182
10000050,20000576,30003947,0-WT2D,-0.118133
10000050,20000577,30003948,7GCD-P,-0.097052
10000050,20000577,30003949,G-3BOG,-0.051167
10000050,20000577,30003950,K7D-II,-0.06692
10000050,20000577,30003951,L-6BE1,-0.042177
10000050,20000577,30003952,1M4-FK,-0.032136
10000050,20000577,30003953,V-LEKM,-0.064829
10000050,20000578,30003954,9ES-SI,-0.124598
10000050,20000578,30003955,UQY-IK,-0.073233
10000050,20000578,30003956,60M-TG,-0.349892
10000050,20000578,30003957,0TKF-6,-0.417182
10000050,20000578,30003958,TV8-HS,-0.119541
10000050,20000578,30003959,VT-G2P,-0.56689
10000050,20000578,30003960,YOP-0T,-0.555336
10000050,20000578,30003961,9-HM04,-0.157788
10000050,20000579,30003962,MKD-O8,-0.042365
10000050,20000579,30003963,GOP-GE,-0.036185
10000050,20000579,30003964,SKR-SP,-0.014742
10000050,20000579,30003965,V-3U8T,-0.008971
10000050,20000579,30003966,T8T-RA,-0.00699
10000050,20000579,30003967,A-BO4V,-0.004645
10000050,20000580,30003968,W-IX39,-0.09051
10000050,20000580,30003969,K-B8DK,-0.203238
10000050,20000580,30003970,L-6W1J,-0.140219
10000050,20000580,30003971,P4-3TJ,-0.288047
10000050,20000580,30003972,K-Z0V4,-0.304147
10000050,20000580,30003973,LNVW-K,-0.501945
10000050,20000580,30003974,8B-SAJ,-0.396577
10000050,20000580,30003975,Q2-N6W,-0.746111
10000050,20000580,30003976,C-9RRR,-0.185171
10000050,20000580,30003977,A-5F4A,-0.832728
10000050,20000581,30003978,P-ZMZV,-0.140643
10000050,20000581,30003979,9CG6-H,-0.087719
10000050,20000581,30003980,NDII-Q,-0.038101
10000050,20000581,30003981,UYU-VV,-0.190416
10000050,20000581,30003982,K-L690,-0.046148
10000050,20000581,30003983,W6V-VM,-0.060463
10000050,20000582,30003984,OGY-6D,-0.072777
10000050,20000582,30003985,8-SNUD,-0.222757
10000050,20000582,30003986,H-4R6Z,-0.28435
